name,type,pos,poss,pose,size,stru,ori,division,weld
 =268454733/2968047_3,GENSEC,X 91718mm Y 3840mm Z 39266mm,X 91718mm Y 3840mm Z 39266mm,X 91718mm Y 3695mm Z 39266mm,RBAR_19,=268454733/2967964,   1.000   0.000   0.000,,
 =268454733/2968079_0,GENSEC,X 91718mm Y 3679mm Z 39366mm,X 91718mm Y 3679mm Z 39366mm,X 91718mm Y 2608mm Z 39366mm,TUBE_42.7x3.25,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968079_1,GENSEC,X 91718mm Y 2608mm Z 39366mm,X 91718mm Y 2608mm Z 39366mm,X 91343mm Y 2608mm Z 39366mm,TUBE_42.7x3.25,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968079_2,GENSEC,X 91343mm Y 2608mm Z 39366mm,X 91343mm Y 2608mm Z 39366mm,X 90968mm Y 2608mm Z 39366mm,TUBE_42.7x3.25,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968079_3,GENSEC,X 90968mm Y 2608mm Z 39366mm,X 90968mm Y 2608mm Z 39366mm,X 90968mm Y 3679mm Z 39366mm,TUBE_42.7x3.25,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968087_0,GENSEC,X 91718mm Y 3679mm Z 38866mm,X 91718mm Y 3679mm Z 38866mm,X 91718mm Y 2608mm Z 38866mm,RBAR_16,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968087_1,GENSEC,X 91718mm Y 2608mm Z 38866mm,X 91718mm Y 2608mm Z 38866mm,X 91343mm Y 2608mm Z 38866mm,RBAR_16,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968087_2,GENSEC,X 91343mm Y 2608mm Z 38866mm,X 91343mm Y 2608mm Z 38866mm,X 90968mm Y 2608mm Z 38866mm,RBAR_16,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2968087_3,GENSEC,X 90968mm Y 2608mm Z 38866mm,X 90968mm Y 2608mm Z 38866mm,X 90968mm Y 3679mm Z 38866mm,RBAR_16,=268454733/2967964,   0.000   0.000  -1.000,,
 =268454733/2969228,SCTN,X 88739mm Y 4940mm Z 41155mm,X 88739mm Y 4940mm Z 41155mm,X 88739mm Y 4940mm Z 40054mm,ANG_75x75x9,=268454733/2969226,  -1.000   0.000   0.000,OUTF,
 =268454733/2969230,SCTN,X 87700mm Y 4940mm Z 41155mm,X 87700mm Y 4940mm Z 41155mm,X 87700mm Y 4940mm Z 40054mm,ANG_75x75x9,=268454733/2969226,  -1.000   0.000   0.000,OUTF,
 =268454733/2969231,SCTN,X 85375mm Y 4940mm Z 41155mm,X 85375mm Y 4940mm Z 41155mm,X 85375mm Y 4940mm Z 40054mm,ANG_75x75x9,=268454733/2969226,  -1.000   0.000   0.000,OUTF,
 =268454733/3089530,SCTN,X 86535mm Y 4940mm Z 41164mm,X 86535mm Y 4940mm Z 41164mm,X 86535mm Y 4940mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000   1.000   0.000,OUTF,
 =268454733/2969233,SCTN,X 83355mm Y 4940mm Z 41155mm,X 83355mm Y 4940mm Z 41155mm,X 83355mm Y 4940mm Z 40029mm,ANG_75x75x9,=268454733/2969226,  -1.000   0.000   0.000,OUTF,
 =268462925/792705,SCTN,X 82080mm Y 5635mm Z 41164mm,X 82080mm Y 5635mm Z 41164mm,X 82080mm Y 4860mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268462925/792708,SCTN,X 82080mm Y 4940mm Z 41155mm,X 82080mm Y 4940mm Z 41155mm,X 82080mm Y 4940mm Z 40029mm,ANG_75x75x9,=268454733/2969226,   0.000   1.000   0.000,OUTF,
 =268454733/2969239,SCTN,X 88739mm Y 4605mm Z 41164mm,X 88739mm Y 4605mm Z 41164mm,X 88739mm Y 5890mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969242,SCTN,X 88739mm Y 5555mm Z 41155mm,X 88739mm Y 5555mm Z 41155mm,X 88739mm Y 5555mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/2973393,SCTN,X 87700mm Y 5425mm Z 41155mm,X 87700mm Y 5425mm Z 41155mm,X 87700mm Y 5425mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/2969244,SCTN,X 85375mm Y 5555mm Z 41155mm,X 85375mm Y 5555mm Z 41155mm,X 85375mm Y 5555mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/3089528,SCTN,X 84365mm Y 5555mm Z 41155mm,X 84365mm Y 5555mm Z 41155mm,X 84365mm Y 5555mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/2970337,SCTN,X 86475mm Y 5555mm Z 41155mm,X 86475mm Y 5555mm Z 41155mm,X 86475mm Y 5555mm Z 40054mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/2969246,SCTN,X 83355mm Y 5555mm Z 41155mm,X 83355mm Y 5555mm Z 41155mm,X 83355mm Y 5555mm Z 40029mm,ANG_75x75x9,=268454733/2969226,   0.000  -1.000   0.000,OUTF,
 =268454733/2969251,SCTN,X 87700mm Y 4860mm Z 41164mm,X 87700mm Y 4860mm Z 41164mm,X 87700mm Y 5635mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969256,SCTN,X 86475mm Y 4946mm Z 41164mm,X 86475mm Y 4946mm Z 41164mm,X 86475mm Y 5890mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969261,SCTN,X 85375mm Y 4605mm Z 41164mm,X 85375mm Y 4605mm Z 41164mm,X 85375mm Y 5635mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969264,SCTN,X 84365mm Y 4860mm Z 41164mm,X 84365mm Y 4860mm Z 41164mm,X 84365mm Y 5635mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969276,SCTN,X 83355mm Y 4605mm Z 41164mm,X 83355mm Y 4605mm Z 41164mm,X 83355mm Y 5890mm Z 41164mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268462925/792710,SCTN,X 82080mm Y 5555mm Z 41155mm,X 82080mm Y 5555mm Z 41155mm,X 82080mm Y 5555mm Z 40029mm,ANG_75x75x9,=268454733/2969226,   1.000   0.000   0.000,OUTF,
 =268454733/2969286,SCTN,X 88739mm Y 4949mm Z 40214mm,X 88739mm Y 4949mm Z 40214mm,X 88739mm Y 5546mm Z 40214mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969289,SCTN,X 85375mm Y 4949mm Z 40664mm,X 85375mm Y 4949mm Z 40664mm,X 85375mm Y 5546mm Z 40664mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268454733/2969292,SCTN,X 83355mm Y 4949mm Z 40664mm,X 83355mm Y 4949mm Z 40664mm,X 83355mm Y 5546mm Z 40664mm,ANG_75x75x9,=268454733/2969226,   0.000   0.000  -1.000,OUTF,
 =268462925/788809,SCTN,X 83355mm Y 4940mm Z 40315mm,X 83355mm Y 4940mm Z 40315mm,X 84356mm Y 4940mm Z 41155mm,ANG_75x75x9,=268454733/2969226,   0.643   0.000  -0.766,OUTF,
 =268462925/788807,SCTN,X 84365mm Y 4940mm Z 41089mm,X 84365mm Y 4940mm Z 41089mm,X 85366mm Y 4940mm Z 40249mm,ANG_75x75x9,=268454733/2969226,  -0.643   0.000  -0.766,OUTF,
 =268462925/788811,SCTN,X 84365mm Y 4940mm Z 41155mm,X 84365mm Y 4940mm Z 41155mm,X 84365mm Y 4940mm Z 40964mm,ANG_75x75x9,=268454733/2969226,  -1.000   0.000   0.000,OUTF,
 =268454733/3080359,SCTN,X 82074mm Y 4950mm Z 41158mm,X 82074mm Y 4950mm Z 41158mm,X 82074mm Y 5545mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268454733/2969297,SCTN,X 86525mm Y 4940mm Z 41158mm,X 86525mm Y 4940mm Z 41158mm,X 85870mm Y 4940mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268454733/2969298,SCTN,X 88745mm Y 5545mm Z 41158mm,X 88745mm Y 5545mm Z 41158mm,X 88745mm Y 4950mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268454733/2969299,SCTN,X 88735mm Y 4940mm Z 41158mm,X 88735mm Y 4940mm Z 41158mm,X 86485mm Y 4940mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268454733/2969300,SCTN,X 85910mm Y 4940mm Z 41158mm,X 85910mm Y 4940mm Z 41158mm,X 82084mm Y 4940mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268454733/2969302,SCTN,X 82084mm Y 5555mm Z 41158mm,X 82084mm Y 5555mm Z 41158mm,X 88735mm Y 5555mm Z 41158mm,ANG_56x56x6,=268454733/2969226,   0.000   0.000   1.000,OUTF,
 =268462925/792192,SCTN,X 80280mm Y 5890mm Z 40884mm,X 80280mm Y 5890mm Z 40884mm,X 80280mm Y 4605mm Z 40884mm,ANG_75x75x9,=268462925/792182,  -1.000   0.000   0.000,OUTF,
 =268462925/792195,SCTN,X 81405mm Y 5635mm Z 40884mm,X 81405mm Y 5635mm Z 40884mm,X 81405mm Y 4860mm Z 40884mm,ANG_75x75x9,=268462925/792182,  -1.000   0.000   0.000,OUTF,
 =268454733/3080313,SCTN,X 82080mm Y 5555mm Z 40884mm,X 82080mm Y 5555mm Z 40884mm,X 82080mm Y 4940mm Z 40884mm,ANG_75x75x9,=268462925/792182,  -1.000   0.000   0.000,OUTF,
 =268462925/792198,SCTN,X 80280mm Y 4940mm Z 40875mm,X 80280mm Y 4940mm Z 40875mm,X 80280mm Y 4940mm Z 39951mm,ANG_75x75x9,=268462925/792182,  -1.000   0.000   0.000,OUTF,
 =268462925/792200,SCTN,X 81405mm Y 4940mm Z 40875mm,X 81405mm Y 4940mm Z 40875mm,X 81405mm Y 4940mm Z 40029mm,ANG_75x75x9,=268462925/792182,  -1.000   0.000   0.000,OUTF,
 =268462925/792235,SCTN,X 80280mm Y 5555mm Z 40875mm,X 80280mm Y 5555mm Z 40875mm,X 80280mm Y 5555mm Z 39951mm,ANG_75x75x9,=268462925/792182,   0.000  -1.000   0.000,OUTF,
 =268462925/792237,SCTN,X 81405mm Y 5555mm Z 40875mm,X 81405mm Y 5555mm Z 40875mm,X 81405mm Y 5555mm Z 40029mm,ANG_75x75x9,=268462925/792182,   0.000  -1.000   0.000,OUTF,
 =268462925/792239,SCTN,X 80280mm Y 4949mm Z 40384mm,X 80280mm Y 4949mm Z 40384mm,X 80280mm Y 5546mm Z 40384mm,ANG_75x75x9,=268462925/792182,   0.000   0.000  -1.000,OUTF,
 =268462925/792242,SCTN,X 81405mm Y 4949mm Z 40384mm,X 81405mm Y 4949mm Z 40384mm,X 81405mm Y 5546mm Z 40384mm,ANG_75x75x9,=268462925/792182,   0.000   0.000  -1.000,OUTF,
 =268462925/792731,SCTN,X 82080mm Y 5545mm Z 40878mm,X 82080mm Y 5545mm Z 40878mm,X 82080mm Y 4950mm Z 40878mm,ANG_56x56x6,=268462925/792182,   0.000   0.000   1.000,OUTF,
 =268462925/792275,SCTN,X 82070mm Y 4940mm Z 40878mm,X 82070mm Y 4940mm Z 40878mm,X 80130mm Y 4940mm Z 40878mm,ANG_56x56x6,=268462925/792182,   0.000   0.000   1.000,OUTF,
 =268462925/792276,SCTN,X 80120mm Y 4950mm Z 40878mm,X 80120mm Y 4950mm Z 40878mm,X 80120mm Y 5545mm Z 40878mm,ANG_56x56x6,=268462925/792182,   0.000   0.000   1.000,OUTF,
 =268462925/792277,SCTN,X 80130mm Y 5555mm Z 40878mm,X 80130mm Y 5555mm Z 40878mm,X 82070mm Y 5555mm Z 40878mm,ANG_56x56x6,=268462925/792182,   0.000   0.000   1.000,OUTF,
 =268454733/2970252,SCTN,X 85890mm Y 775mm Z 41155mm,X 85890mm Y 775mm Z 41155mm,X 85890mm Y 775mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970254,SCTN,X 87040mm Y 775mm Z 41164mm,X 87040mm Y 775mm Z 41164mm,X 85555mm Y 775mm Z 41164mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970257,SCTN,X 86646mm Y 775mm Z 40609mm,X 86646mm Y 775mm Z 40609mm,X 85899mm Y 775mm Z 40609mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970260,SCTN,X 86840mm Y 2860mm Z 41164mm,X 86840mm Y 2860mm Z 41164mm,X 85555mm Y 2860mm Z 41164mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970273,SCTN,X 86585mm Y 3810mm Z 41164mm,X 86585mm Y 3810mm Z 41164mm,X 85810mm Y 3810mm Z 41164mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970278,SCTN,X 86615mm Y 1860mm Z 41164mm,X 86615mm Y 1860mm Z 41164mm,X 85810mm Y 1860mm Z 41164mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970283,SCTN,X 85855mm Y 2860mm Z 41155mm,X 85855mm Y 2860mm Z 41155mm,X 85855mm Y 2860mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/3089532,SCTN,X 85855mm Y 1860mm Z 41155mm,X 85855mm Y 1860mm Z 41155mm,X 85855mm Y 1860mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970287,SCTN,X 86606mm Y 2860mm Z 40609mm,X 86606mm Y 2860mm Z 40609mm,X 85864mm Y 2860mm Z 40609mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/3089536,SCTN,X 86606mm Y 1860mm Z 40609mm,X 86606mm Y 1860mm Z 40609mm,X 85864mm Y 1860mm Z 40609mm,ANG_75x75x9,=268454733/2970250,   0.000   1.000   0.000,OUTF,
 =268454733/2970290,SCTN,X 85655mm Y 4775mm Z 41155mm,X 85655mm Y 4775mm Z 41155mm,X 85655mm Y 4775mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   1.000   0.000   0.000,OUTF,
 =268454733/2970291,SCTN,X 86840mm Y 4775mm Z 41164mm,X 86840mm Y 4775mm Z 41164mm,X 85555mm Y 4775mm Z 41164mm,ANG_75x75x9,=268454733/2970250,   0.000   0.000  -1.000,OUTF,
 =268454733/2970293,SCTN,X 86606mm Y 4775mm Z 40834mm,X 86606mm Y 4775mm Z 40834mm,X 85664mm Y 4775mm Z 40834mm,ANG_75x75x9,=268454733/2970250,   0.000   0.000  -1.000,OUTF,
 =268454733/2970296,SCTN,X 86655mm Y 775mm Z 41155mm,X 86655mm Y 775mm Z 41155mm,X 86655mm Y 775mm Z 40054mm,ANG_75x75x9,=268454733/2970250,  -1.000   0.000   0.000,OUTF,
 =268454733/3019688,SCTN,X 86655mm Y 1405mm Z 41164mm,X 86655mm Y 1405mm Z 41164mm,X 86655mm Y 1405mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   0.000  -1.000   0.000,OUTF,
 =268454733/2970298,SCTN,X 86615mm Y 2860mm Z 41155mm,X 86615mm Y 2860mm Z 41155mm,X 86615mm Y 2860mm Z 40054mm,ANG_75x75x9,=268454733/2970250,  -1.000   0.000   0.000,OUTF,
 =268454733/3089539,SCTN,X 86615mm Y 1860mm Z 41164mm,X 86615mm Y 1860mm Z 41164mm,X 86615mm Y 1860mm Z 40054mm,ANG_75x75x9,=268454733/2970250,  -1.000   0.000   0.000,OUTF,
 =268454733/2970302,SCTN,X 86615mm Y 4775mm Z 41155mm,X 86615mm Y 4775mm Z 41155mm,X 86615mm Y 4775mm Z 40054mm,ANG_75x75x9,=268454733/2970250,   0.000  -1.000   0.000,OUTF,
 =268454733/3019687,SCTN,X 86705mm Y 1395mm Z 41158mm,X 86705mm Y 1395mm Z 41158mm,X 86705mm Y 735mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/3019686,SCTN,X 86515mm Y 1405mm Z 41158mm,X 86515mm Y 1405mm Z 41158mm,X 86695mm Y 1405mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/2970306,SCTN,X 85900mm Y 4920mm Z 41158mm,X 85900mm Y 4920mm Z 41158mm,X 86495mm Y 4920mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/2970307,SCTN,X 86695mm Y 715mm Z 41158mm,X 86695mm Y 715mm Z 41158mm,X 85900mm Y 715mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/2970308,SCTN,X 86505mm Y 4910mm Z 41158mm,X 86505mm Y 4910mm Z 41158mm,X 86505mm Y 1415mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/2970309,SCTN,X 85890mm Y 735mm Z 41158mm,X 85890mm Y 735mm Z 41158mm,X 85890mm Y 4910mm Z 41158mm,ANG_56x56x6,=268454733/2970250,   0.000   0.000   1.000,OUTF,
 =268454733/3060713,SCTN,X 81461mm Y 4375mm Z 37605mm,X 81461mm Y 4375mm Z 37605mm,X 82221mm Y 4375mm Z 37605mm,BULB_22x22,=268454733/3060711,   0.000  -0.707  -0.707,OUTF,
 =268454733/3060714,SCTN,X 81461mm Y 4375mm Z 37265mm,X 81461mm Y 4375mm Z 37265mm,X 82221mm Y 4375mm Z 37265mm,BULB_22x22,=268454733/3060711,   0.000  -0.707  -0.707,OUTF,
 =268454733/3060736,SCTN,X 81356mm Y 4390mm Z 37859mm,X 81356mm Y 4390mm Z 37859mm,X 82402mm Y 4390mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   0.000   0.000  -1.000,OUTF,
 =268454733/3060739,SCTN,X 82171mm Y 4304mm Z 37859mm,X 82171mm Y 4304mm Z 37859mm,X 82171mm Y 4390mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   1.000   0.000   0.000,OUTF,
 =268454733/3060741,SCTN,X 82411mm Y 4050mm Z 37859mm,X 82411mm Y 4050mm Z 37859mm,X 82411mm Y 5720mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   0.000   0.000  -1.000,OUTF,
 =268454733/3060744,SCTN,X 81436mm Y 4466mm Z 37859mm,X 81436mm Y 4466mm Z 37859mm,X 81436mm Y 5260mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   1.000   0.000   0.000,OUTF,
 =268454733/3060745,SCTN,X 81436mm Y 5334mm Z 37859mm,X 81436mm Y 5334mm Z 37859mm,X 82402mm Y 5334mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   0.000  -1.000   0.000,OUTF,
 =268454733/3060747,SCTN,X 81436mm Y 4390mm Z 36859mm,X 81436mm Y 4390mm Z 36859mm,X 81436mm Y 4390mm Z 37850mm,ANG_75x75x9,=268454733/3060711,   1.000   0.000   0.000,OUTF,
 =268454733/3060749,SCTN,X 82171mm Y 4390mm Z 36859mm,X 82171mm Y 4390mm Z 36859mm,X 82171mm Y 4390mm Z 37850mm,ANG_75x75x9,=268454733/3060711,   1.000   0.000   0.000,OUTF,
 =268454733/3060751,SCTN,X 81536mm Y 5464mm Z 37859mm,X 81536mm Y 5464mm Z 37859mm,X 81536mm Y 5334mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   0.000   0.000  -1.000,OUTF,
 =268454733/3060753,SCTN,X 81436mm Y 5334mm Z 37640mm,X 81436mm Y 5334mm Z 37640mm,X 81436mm Y 5334mm Z 37859mm,ANG_75x75x9,=268454733/3060711,   0.000  -1.000   0.000,OUTF,
 =268454733/3060754,SCTN,X 82231mm Y 5334mm Z 37640mm,X 82231mm Y 5334mm Z 37640mm,X 82231mm Y 5334mm Z 37850mm,ANG_75x75x9,=268454733/3060711,   0.000  -1.000   0.000,OUTF,
 =268454733/3060717,SCTN,X 82191mm Y 4384mm Z 37853mm,X 82191mm Y 4384mm Z 37853mm,X 81446mm Y 4384mm Z 37853mm,ANG_56x56x6,=268454733/3060711,   0.000   0.000   1.000,OUTF,
 =268454733/3060718,SCTN,X 82446mm Y 4384mm Z 37853mm,X 82446mm Y 4384mm Z 37853mm,X 82151mm Y 4384mm Z 37853mm,ANG_56x56x6,=268454733/3060711,   0.000   0.000   1.000,OUTF,
 =268454733/3060719,SCTN,X 81436mm Y 4394mm Z 37853mm,X 81436mm Y 4394mm Z 37853mm,X 81436mm Y 5374mm Z 37853mm,ANG_56x56x6,=268454733/3060711,   0.000   0.000   1.000,OUTF,
 =268454733/3060720,SCTN,X 82456mm Y 5374mm Z 37853mm,X 82456mm Y 5374mm Z 37853mm,X 82456mm Y 4394mm Z 37853mm,ANG_56x56x6,=268454733/3060711,   0.000   0.000   1.000,OUTF,
 =268454733/3060721,SCTN,X 81446mm Y 5384mm Z 37853mm,X 81446mm Y 5384mm Z 37853mm,X 82446mm Y 5384mm Z 37853mm,ANG_56x56x6,=268454733/3060711,   0.000   0.000   1.000,OUTF,
 =268454733/3060528,SCTN,X 81356mm Y 4270mm Z 37094mm,X 81356mm Y 4270mm Z 37094mm,X 82316mm Y 4270mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060531,SCTN,X 81436mm Y 4270mm Z 36859mm,X 81436mm Y 4270mm Z 36859mm,X 81436mm Y 4270mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060533,SCTN,X 82236mm Y 4270mm Z 36859mm,X 82236mm Y 4270mm Z 36859mm,X 82236mm Y 4270mm Z 37085mm,ANG_75x75x9,=268454733/3060494,  -1.000   0.000   0.000,OUTF,
 =268454733/3060535,SCTN,X 81536mm Y 1560mm Z 36859mm,X 81536mm Y 1560mm Z 36859mm,X 81536mm Y 1560mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   1.000   0.000   0.000,OUTF,
 =268454733/3060537,SCTN,X 81436mm Y 2090mm Z 36859mm,X 81436mm Y 2090mm Z 36859mm,X 81436mm Y 2090mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060539,SCTN,X 81436mm Y 2764mm Z 36859mm,X 81436mm Y 2764mm Z 36859mm,X 81436mm Y 2764mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   1.000   0.000   0.000,OUTF,
 =268454733/3060541,SCTN,X 82451mm Y 2764mm Z 36859mm,X 82451mm Y 2764mm Z 36859mm,X 82451mm Y 2764mm Z 37019mm,ANG_75x75x9,=268454733/3060494,   0.000   1.000   0.000,OUTF,
 =268454733/3060542,SCTN,X 83481mm Y 2590mm Z 36859mm,X 83481mm Y 2590mm Z 36859mm,X 83481mm Y 2590mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   1.000   0.000   0.000,OUTF,
 =268454733/3060544,SCTN,X 82451mm Y 3700mm Z 37094mm,X 82451mm Y 3700mm Z 37094mm,X 82451mm Y 2090mm Z 37094mm,ANG_75x75x9,=268454733/3060494,  -1.000   0.000   0.000,OUTF,
 =268454733/3061316,SCTN,X 81851mm Y 3464mm Z 37094mm,X 81851mm Y 3464mm Z 37094mm,X 81851mm Y 2774mm Z 37094mm,ANG_75x75x9,=268454733/3060494,  -1.000   0.000   0.000,OUTF,
 =268454733/3060546,SCTN,X 81961mm Y 2080mm Z 37094mm,X 81961mm Y 2080mm Z 37094mm,X 81961mm Y 1850mm Z 37094mm,ANG_75x75x9,=268454733/3060494,  -1.000   0.000   0.000,OUTF,
 =268454733/3060548,SCTN,X 81961mm Y 1840mm Z 37094mm,X 81961mm Y 1840mm Z 37094mm,X 81961mm Y 1560mm Z 37094mm,ANG_75x75x9,=268454733/3060494,  -1.000   0.000   0.000,OUTF,
 =268454733/3060551,SCTN,X 81356mm Y 2090mm Z 37094mm,X 81356mm Y 2090mm Z 37094mm,X 83916mm Y 2090mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060554,SCTN,X 81356mm Y 2970mm Z 37094mm,X 81356mm Y 2970mm Z 37094mm,X 81842mm Y 2970mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060557,SCTN,X 81356mm Y 2764mm Z 37094mm,X 81356mm Y 2764mm Z 37094mm,X 82442mm Y 2764mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3061312,SCTN,X 81446mm Y 3464mm Z 37094mm,X 81446mm Y 3464mm Z 37094mm,X 82442mm Y 3464mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060560,SCTN,X 81545mm Y 1850mm Z 37094mm,X 81545mm Y 1850mm Z 37094mm,X 82647mm Y 1850mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000  -1.000   0.000,OUTF,
 =268454733/3060563,SCTN,X 82451mm Y 3124mm Z 37094mm,X 82451mm Y 3124mm Z 37094mm,X 83916mm Y 3124mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060565,SCTN,X 83481mm Y 3124mm Z 37094mm,X 83481mm Y 3124mm Z 37094mm,X 83481mm Y 2090mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060566,SCTN,X 81536mm Y 2080mm Z 37094mm,X 81536mm Y 2080mm Z 37094mm,X 81536mm Y 1480mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060569,SCTN,X 83736mm Y 1480mm Z 37094mm,X 83736mm Y 1480mm Z 37094mm,X 83736mm Y 2080mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060572,SCTN,X 83481mm Y 3134mm Z 37094mm,X 83481mm Y 3134mm Z 37094mm,X 83481mm Y 3700mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   1.000   0.000   0.000,OUTF,
 =268454733/3060575,SCTN,X 82656mm Y 1224mm Z 37094mm,X 82656mm Y 1224mm Z 37094mm,X 82656mm Y 2080mm Z 37094mm,ANG_75x75x9,=268454733/3060494,   0.000   0.000  -1.000,OUTF,
 =268454733/3060578,SCTN,X 83736mm Y 1560mm Z 36859mm,X 83736mm Y 1560mm Z 36859mm,X 83736mm Y 1560mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   0.000   1.000   0.000,OUTF,
 =268454733/3060580,SCTN,X 82656mm Y 1560mm Z 36859mm,X 82656mm Y 1560mm Z 36859mm,X 82656mm Y 1560mm Z 37085mm,ANG_75x75x9,=268454733/3060494,   0.000   1.000   0.000,OUTF,
