name,type,pos,poss,pose,size,stru,ori,division,weld
 =268454733/2967900_0,GENSEC,X 79750mm Y 10508mm Z 39666mm,X 79750mm Y 10508mm Z 39666mm,X 82752mm Y 10508mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_1,GENSEC,X 82752mm Y 10508mm Z 39666mm,X 82752mm Y 10508mm Z 39666mm,X 82752mm Y 10168mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_2,GENSEC,X 82752mm Y 10168mm Z 39666mm,X 82752mm Y 10168mm Z 39666mm,X 82752mm Y 9828mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_3,GENSEC,X 82752mm Y 9828mm Z 39666mm,X 82752mm Y 9828mm Z 39666mm,X 80804mm Y 9828mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_4,GENSEC,X 80804mm Y 9828mm Z 39666mm,X 80804mm Y 9828mm Z 39666mm,X 78857mm Y 9828mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_5,GENSEC,X 78857mm Y 9828mm Z 39666mm,X 78857mm Y 9828mm Z 39666mm,X 78857mm Y 10168mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_6,GENSEC,X 78857mm Y 10168mm Z 39666mm,X 78857mm Y 10168mm Z 39666mm,X 78857mm Y 10508mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967900_7,GENSEC,X 78857mm Y 10508mm Z 39666mm,X 78857mm Y 10508mm Z 39666mm,X 79008mm Y 10508mm Z 39666mm,TUBE_42.7x3.25,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_0,GENSEC,X 79750mm Y 10508mm Z 39166mm,X 79750mm Y 10508mm Z 39166mm,X 82752mm Y 10508mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_1,GENSEC,X 82752mm Y 10508mm Z 39166mm,X 82752mm Y 10508mm Z 39166mm,X 82752mm Y 10168mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_2,GENSEC,X 82752mm Y 10168mm Z 39166mm,X 82752mm Y 10168mm Z 39166mm,X 82752mm Y 9828mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_3,GENSEC,X 82752mm Y 9828mm Z 39166mm,X 82752mm Y 9828mm Z 39166mm,X 80804mm Y 9828mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_4,GENSEC,X 80804mm Y 9828mm Z 39166mm,X 80804mm Y 9828mm Z 39166mm,X 78857mm Y 9828mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_5,GENSEC,X 78857mm Y 9828mm Z 39166mm,X 78857mm Y 9828mm Z 39166mm,X 78857mm Y 10168mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_6,GENSEC,X 78857mm Y 10168mm Z 39166mm,X 78857mm Y 10168mm Z 39166mm,X 78857mm Y 10508mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967908_7,GENSEC,X 78857mm Y 10508mm Z 39166mm,X 78857mm Y 10508mm Z 39166mm,X 79008mm Y 10508mm Z 39166mm,RBAR_16,=268454733/2967698,   0.000   0.000  -1.000,,
 =268454733/2967931,SCTN,X 90920mm Y 3734mm Z 38360mm,X 90920mm Y 3734mm Z 38360mm,X 92020mm Y 3734mm Z 38360mm,ANG_75x75x9,=268454733/2967929,   0.000  -1.000   0.000,OUTF,
 =268454733/2967934,SCTN,X 90880mm Y 2745mm Z 38360mm,X 90880mm Y 2745mm Z 38360mm,X 92020mm Y 2745mm Z 38360mm,ANG_75x75x9,=268454733/2967929,   0.000   0.000  -1.000,OUTF,
 =268454733/2967937,SCTN,X 91685mm Y 3734mm Z 38351mm,X 91685mm Y 3734mm Z 38351mm,X 91685mm Y 3734mm Z 37640mm,ANG_75x75x9,=268454733/2967929,   0.000  -1.000   0.000,OUTF,
 =268454733/2967939,SCTN,X 91000mm Y 3734mm Z 38351mm,X 91000mm Y 3734mm Z 38351mm,X 91000mm Y 3734mm Z 37640mm,ANG_75x75x9,=268454733/2967929,   1.000   0.000   0.000,OUTF,
 =268454733/2967941,SCTN,X 90880mm Y 2745mm Z 38360mm,X 90880mm Y 2745mm Z 38360mm,X 90880mm Y 2745mm Z 37640mm,ANG_75x75x9,=268454733/2967929,   0.000   1.000   0.000,OUTF,
 =268454733/2967943,SCTN,X 91730mm Y 2745mm Z 38351mm,X 91730mm Y 2745mm Z 38351mm,X 91730mm Y 2745mm Z 37976mm,ANG_75x75x9,=268454733/2967929,  -1.000   0.000   0.000,OUTF,
 =268454733/2967947,SCTN,X 91010mm Y 3740mm Z 38354mm,X 91010mm Y 3740mm Z 38354mm,X 91675mm Y 3740mm Z 38354mm,ANG_56x56x6,=268454733/2967929,   0.000   0.000   1.000,OUTF,
 =268454733/2967948,SCTN,X 91685mm Y 3730mm Z 38354mm,X 91685mm Y 3730mm Z 38354mm,X 91685mm Y 2650mm Z 38354mm,ANG_56x56x6,=268454733/2967929,   0.000   0.000   1.000,OUTF,
 =268454733/2967949,SCTN,X 91675mm Y 2640mm Z 38354mm,X 91675mm Y 2640mm Z 38354mm,X 91010mm Y 2640mm Z 38354mm,ANG_56x56x6,=268454733/2967929,   0.000   0.000   1.000,OUTF,
 =268454733/2967950,SCTN,X 91000mm Y 2650mm Z 38354mm,X 91000mm Y 2650mm Z 38354mm,X 91000mm Y 3730mm Z 38354mm,ANG_56x56x6,=268454733/2967929,   0.000   0.000   1.000,OUTF,
 =268454733/2973270,SCTN,X 90119mm Y 5890mm Z 38610mm,X 90119mm Y 5890mm Z 38610mm,X 90119mm Y 4605mm Z 38610mm,ANG_75x75x9,=268454733/2973268,  -1.000   0.000   0.000,OUTF,
 =268454733/2973273,SCTN,X 88895mm Y 5890mm Z 38610mm,X 88895mm Y 5890mm Z 38610mm,X 88895mm Y 4605mm Z 38610mm,ANG_75x75x9,=268454733/2973268,   0.000   0.000  -1.000,OUTF,
 =268454733/3080255,SCTN,X 89070mm Y 5545mm Z 38610mm,X 89070mm Y 5545mm Z 38610mm,X 89070mm Y 4950mm Z 38610mm,ANG_75x75x9,=268454733/2973268,   0.000   0.000  -1.000,OUTF,
 =268454733/2973276,SCTN,X 90119mm Y 4940mm Z 38601mm,X 90119mm Y 4940mm Z 38601mm,X 90119mm Y 4940mm Z 37640mm,ANG_75x75x9,=268454733/2973268,  -1.000   0.000   0.000,OUTF,
 =268454733/2973278,SCTN,X 90119mm Y 5555mm Z 38601mm,X 90119mm Y 5555mm Z 38601mm,X 90119mm Y 5555mm Z 37640mm,ANG_75x75x9,=268454733/2973268,   0.000  -1.000   0.000,OUTF,
 =268454733/2973280,SCTN,X 88895mm Y 5505mm Z 38601mm,X 88895mm Y 5505mm Z 38601mm,X 88895mm Y 5505mm Z 37640mm,ANG_75x75x9,=268454733/2973268,   1.000   0.000   0.000,OUTF,
 =268454733/2973282,SCTN,X 88895mm Y 4940mm Z 38601mm,X 88895mm Y 4940mm Z 38601mm,X 88895mm Y 4940mm Z 37640mm,ANG_75x75x9,=268454733/2973268,   0.000   1.000   0.000,OUTF,
 =268454733/2973293,SCTN,X 90125mm Y 5545mm Z 38604mm,X 90125mm Y 5545mm Z 38604mm,X 90125mm Y 4950mm Z 38604mm,ANG_56x56x6,=268454733/2973268,   0.000   0.000   1.000,OUTF,
 =268454733/2973294,SCTN,X 90115mm Y 4940mm Z 38604mm,X 90115mm Y 4940mm Z 38604mm,X 88835mm Y 4940mm Z 38604mm,ANG_56x56x6,=268454733/2973268,   0.000   0.000   1.000,OUTF,
 =268454733/2973295,SCTN,X 88825mm Y 4950mm Z 38604mm,X 88825mm Y 4950mm Z 38604mm,X 88825mm Y 5545mm Z 38604mm,ANG_56x56x6,=268454733/2973268,   0.000   0.000   1.000,OUTF,
 =268454733/2973296,SCTN,X 88835mm Y 5555mm Z 38604mm,X 88835mm Y 5555mm Z 38604mm,X 90115mm Y 5555mm Z 38604mm,ANG_56x56x6,=268454733/2973268,   0.000   0.000   1.000,OUTF,
 =268454733/2968116,SCTN,X 91522mm Y 3884mm Z 38355mm,X 91522mm Y 3884mm Z 38355mm,X 91522mm Y 4124mm Z 35616mm,BULB_65x9,=268454733/2968114,  -1.000   0.000   0.000,OUTF,
 =268454733/2968121,SCTN,X 91163mm Y 3884mm Z 38355mm,X 91163mm Y 3884mm Z 38355mm,X 91163mm Y 4124mm Z 35616mm,BULB_65x9,=268454733/2968114,  -1.000   0.000   0.000,OUTF,
 =268454733/2972554,SCTN,X 91536mm Y 3896mm Z 38216mm,X 91536mm Y 3896mm Z 38216mm,X 91668mm Y 4275mm Z 37898mm,RBAR_19,=268454733/2968114,  -0.310   0.672   0.673,OUTF,
 =268454733/2972556,SCTN,X 91149mm Y 3896mm Z 38216mm,X 91149mm Y 3896mm Z 38216mm,X 91018mm Y 4275mm Z 37898mm,RBAR_19,=268454733/2968114,   0.799   0.524   0.294,OUTF,
 =268454733/2968166,SCTN,X 91154mm Y 3903mm Z 38131mm,X 91154mm Y 3903mm Z 38131mm,X 91532mm Y 3903mm Z 38131mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972558,SCTN,X 91154mm Y 3933mm Z 37792mm,X 91154mm Y 3933mm Z 37792mm,X 91532mm Y 3933mm Z 37792mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972559,SCTN,X 91154mm Y 3963mm Z 37454mm,X 91154mm Y 3963mm Z 37454mm,X 91532mm Y 3963mm Z 37454mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972560,SCTN,X 91154mm Y 3992mm Z 37115mm,X 91154mm Y 3992mm Z 37115mm,X 91532mm Y 3992mm Z 37115mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972561,SCTN,X 91154mm Y 4022mm Z 36776mm,X 91154mm Y 4022mm Z 36776mm,X 91532mm Y 4022mm Z 36776mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972562,SCTN,X 91154mm Y 4052mm Z 36438mm,X 91154mm Y 4052mm Z 36438mm,X 91532mm Y 4052mm Z 36438mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972563,SCTN,X 91154mm Y 4081mm Z 36099mm,X 91154mm Y 4081mm Z 36099mm,X 91532mm Y 4081mm Z 36099mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2972564,SCTN,X 91154mm Y 4111mm Z 35760mm,X 91154mm Y 4111mm Z 35760mm,X 91532mm Y 4111mm Z 35760mm,BULB_22x22,=268454733/2968114,   0.000   0.707  -0.707,OUTF,
 =268454733/2968176,SCTN,X 91531mm Y 3740mm Z 38315mm,X 91531mm Y 3740mm Z 38315mm,X 91531mm Y 3910mm Z 38315mm,BULB_65x9,=268454733/2968114,  -1.000   0.000   0.000,OUTF,
 =268454733/2972580,SCTN,X 91531mm Y 3744mm Z 37585mm,X 91531mm Y 3744mm Z 37585mm,X 91531mm Y 3974mm Z 37585mm,BULB_65x9,=268454733/2968114,  -1.000   0.000   0.000,OUTF,
 =268454733/2968182,SCTN,X 91154mm Y 3910mm Z 38315mm,X 91154mm Y 3910mm Z 38315mm,X 91154mm Y 3740mm Z 38315mm,BULB_65x9,=268454733/2968114,   1.000   0.000   0.000,OUTF,
 =268454733/2972584,SCTN,X 91154mm Y 3974mm Z 37585mm,X 91154mm Y 3974mm Z 37585mm,X 91154mm Y 3744mm Z 37585mm,BULB_65x9,=268454733/2968114,   1.000   0.000   0.000,OUTF,
 =268454733/2968188,SCTN,X 91531mm Y 4124mm Z 35524mm,X 91531mm Y 4124mm Z 35524mm,X 91531mm Y 4124mm Z 35666mm,BULB_65x9,=268454733/2968114,   1.000   0.000   0.000,OUTF,
 =268454733/2972566,SCTN,X 91154mm Y 4124mm Z 35666mm,X 91154mm Y 4124mm Z 35666mm,X 91154mm Y 4124mm Z 35524mm,BULB_65x9,=268454733/2968114,  -1.000   0.000   0.000,OUTF,
 =268454733/2968131_0,GENSEC,X 91149mm Y 3904mm Z 37865mm,X 91149mm Y 3904mm Z 37865mm,X 91149mm Y 3999mm Z 37873mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_1,GENSEC,X 91149mm Y 3999mm Z 37873mm,X 91149mm Y 3999mm Z 37873mm,X 91083mm Y 4081mm Z 37881mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_2,GENSEC,X 91083mm Y 4081mm Z 37881mm,X 91083mm Y 4081mm Z 37881mm,X 91018mm Y 4164mm Z 37888mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_3,GENSEC,X 91018mm Y 4164mm Z 37888mm,X 91018mm Y 4164mm Z 37888mm,X 91018mm Y 4420mm Z 37910mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_4,GENSEC,X 91018mm Y 4420mm Z 37910mm,X 91018mm Y 4420mm Z 37910mm,X 91018mm Y 4675mm Z 37933mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_5,GENSEC,X 91018mm Y 4675mm Z 37933mm,X 91018mm Y 4675mm Z 37933mm,X 91343mm Y 4675mm Z 37933mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_6,GENSEC,X 91343mm Y 4675mm Z 37933mm,X 91343mm Y 4675mm Z 37933mm,X 91668mm Y 4675mm Z 37933mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_7,GENSEC,X 91668mm Y 4675mm Z 37933mm,X 91668mm Y 4675mm Z 37933mm,X 91668mm Y 4420mm Z 37910mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_8,GENSEC,X 91668mm Y 4420mm Z 37910mm,X 91668mm Y 4420mm Z 37910mm,X 91668mm Y 4164mm Z 37888mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_9,GENSEC,X 91668mm Y 4164mm Z 37888mm,X 91668mm Y 4164mm Z 37888mm,X 91602mm Y 4081mm Z 37881mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_10,GENSEC,X 91602mm Y 4081mm Z 37881mm,X 91602mm Y 4081mm Z 37881mm,X 91536mm Y 3999mm Z 37873mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2968131_11,GENSEC,X 91536mm Y 3999mm Z 37873mm,X 91536mm Y 3999mm Z 37873mm,X 91536mm Y 3904mm Z 37865mm,RBAR_19,=268454733/2968114,   0.000  -0.087   0.996,,
 =268454733/2973412,SCTN,X 90269mm Y 5068mm Z 38605mm,X 90269mm Y 5068mm Z 38605mm,X 90535mm Y 5068mm Z 35567mm,BULB_65x9,=268454733/2973410,   0.000   1.000   0.000,OUTF,
 =268454733/2973417,SCTN,X 90269mm Y 5427mm Z 38605mm,X 90269mm Y 5427mm Z 38605mm,X 90535mm Y 5427mm Z 35567mm,BULB_65x9,=268454733/2973410,   0.000   1.000   0.000,OUTF,
 =268454733/2973439,SCTN,X 90313mm Y 5054mm Z 38097mm,X 90313mm Y 5054mm Z 38097mm,X 90693mm Y 4922mm Z 37779mm,RBAR_19,=268454733/2973410,   0.672   0.310   0.673,OUTF,
 =268462925/788708,SCTN,X 90627mm Y 4922mm Z 38526mm,X 90627mm Y 4922mm Z 38526mm,X 90309mm Y 5054mm Z 38147mm,RBAR_19,=268454733/2973410,   0.779   0.309  -0.546,OUTF,
 =268454733/2973440,SCTN,X 90313mm Y 5441mm Z 38097mm,X 90313mm Y 5441mm Z 38097mm,X 90693mm Y 5572mm Z 37779mm,RBAR_19,=268454733/2973410,   0.524  -0.799   0.294,OUTF,
 =268462925/788710,SCTN,X 90627mm Y 5572mm Z 38526mm,X 90627mm Y 5572mm Z 38526mm,X 90309mm Y 5441mm Z 38147mm,RBAR_19,=268454733/2973410,   0.567  -0.799  -0.199,OUTF,
 =268454733/2973442,SCTN,X 90289mm Y 5436mm Z 38371mm,X 90289mm Y 5436mm Z 38371mm,X 90289mm Y 5058mm Z 38371mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973443,SCTN,X 90319mm Y 5436mm Z 38032mm,X 90319mm Y 5436mm Z 38032mm,X 90319mm Y 5058mm Z 38032mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973444,SCTN,X 90349mm Y 5436mm Z 37694mm,X 90349mm Y 5436mm Z 37694mm,X 90349mm Y 5058mm Z 37694mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973445,SCTN,X 90378mm Y 5436mm Z 37355mm,X 90378mm Y 5436mm Z 37355mm,X 90378mm Y 5058mm Z 37355mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973446,SCTN,X 90408mm Y 5436mm Z 37016mm,X 90408mm Y 5436mm Z 37016mm,X 90408mm Y 5058mm Z 37016mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973447,SCTN,X 90438mm Y 5436mm Z 36678mm,X 90438mm Y 5436mm Z 36678mm,X 90438mm Y 5058mm Z 36678mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973448,SCTN,X 90467mm Y 5436mm Z 36339mm,X 90467mm Y 5436mm Z 36339mm,X 90467mm Y 5058mm Z 36339mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973449,SCTN,X 90497mm Y 5436mm Z 36000mm,X 90497mm Y 5436mm Z 36000mm,X 90497mm Y 5058mm Z 36000mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268462925/788751,SCTN,X 90526mm Y 5436mm Z 35662mm,X 90526mm Y 5436mm Z 35662mm,X 90526mm Y 5058mm Z 35662mm,BULB_22x22,=268454733/2973410,   0.707   0.000  -0.707,OUTF,
 =268454733/2973451,SCTN,X 90125mm Y 5059mm Z 38565mm,X 90125mm Y 5059mm Z 38565mm,X 90295mm Y 5059mm Z 38565mm,BULB_65x9,=268454733/2973410,   0.000   1.000   0.000,OUTF,
 =268454733/2973455,SCTN,X 90130mm Y 5059mm Z 37590mm,X 90130mm Y 5059mm Z 37590mm,X 90380mm Y 5059mm Z 37590mm,BULB_65x9,=268454733/2973410,   0.000   1.000   0.000,OUTF,
 =268454733/2973459,SCTN,X 90295mm Y 5436mm Z 38565mm,X 90295mm Y 5436mm Z 38565mm,X 90125mm Y 5436mm Z 38565mm,BULB_65x9,=268454733/2973410,   0.000  -1.000   0.000,OUTF,
 =268454733/2973463,SCTN,X 90380mm Y 5436mm Z 37590mm,X 90380mm Y 5436mm Z 37590mm,X 90130mm Y 5436mm Z 37590mm,BULB_65x9,=268454733/2973410,   0.000  -1.000   0.000,OUTF,
 =268454733/2973467,SCTN,X 90535mm Y 5059mm Z 35503mm,X 90535mm Y 5059mm Z 35503mm,X 90535mm Y 5059mm Z 35617mm,BULB_65x9,=268454733/2973410,   0.000  -1.000   0.000,OUTF,
 =268454733/2973472,SCTN,X 90535mm Y 5436mm Z 35617mm,X 90535mm Y 5436mm Z 35617mm,X 90535mm Y 5436mm Z 35495mm,BULB_65x9,=268454733/2973410,   0.000   1.000   0.000,OUTF,
 =268454733/2973424_0,GENSEC,X 90321mm Y 5441mm Z 37747mm,X 90321mm Y 5441mm Z 37747mm,X 90416mm Y 5441mm Z 37755mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_1,GENSEC,X 90416mm Y 5441mm Z 37755mm,X 90416mm Y 5441mm Z 37755mm,X 90499mm Y 5507mm Z 37762mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_2,GENSEC,X 90499mm Y 5507mm Z 37762mm,X 90499mm Y 5507mm Z 37762mm,X 90581mm Y 5572mm Z 37769mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_3,GENSEC,X 90581mm Y 5572mm Z 37769mm,X 90581mm Y 5572mm Z 37769mm,X 90837mm Y 5572mm Z 37792mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_4,GENSEC,X 90837mm Y 5572mm Z 37792mm,X 90837mm Y 5572mm Z 37792mm,X 91092mm Y 5572mm Z 37814mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_5,GENSEC,X 91092mm Y 5572mm Z 37814mm,X 91092mm Y 5572mm Z 37814mm,X 91092mm Y 5247mm Z 37814mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_6,GENSEC,X 91092mm Y 5247mm Z 37814mm,X 91092mm Y 5247mm Z 37814mm,X 91092mm Y 4922mm Z 37814mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_7,GENSEC,X 91092mm Y 4922mm Z 37814mm,X 91092mm Y 4922mm Z 37814mm,X 90837mm Y 4922mm Z 37792mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_8,GENSEC,X 90837mm Y 4922mm Z 37792mm,X 90837mm Y 4922mm Z 37792mm,X 90581mm Y 4922mm Z 37769mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_9,GENSEC,X 90581mm Y 4922mm Z 37769mm,X 90581mm Y 4922mm Z 37769mm,X 90499mm Y 4988mm Z 37762mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_10,GENSEC,X 90499mm Y 4988mm Z 37762mm,X 90499mm Y 4988mm Z 37762mm,X 90416mm Y 5054mm Z 37755mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268454733/2973424_11,GENSEC,X 90416mm Y 5054mm Z 37755mm,X 90416mm Y 5054mm Z 37755mm,X 90321mm Y 5054mm Z 37747mm,RBAR_19,=268454733/2973410,  -0.087   0.000   0.996,,
 =268462925/788691_0,GENSEC,X 90256mm Y 5441mm Z 38494mm,X 90256mm Y 5441mm Z 38494mm,X 90351mm Y 5441mm Z 38502mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_1,GENSEC,X 90351mm Y 5441mm Z 38502mm,X 90351mm Y 5441mm Z 38502mm,X 90433mm Y 5507mm Z 38509mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_2,GENSEC,X 90433mm Y 5507mm Z 38509mm,X 90433mm Y 5507mm Z 38509mm,X 90516mm Y 5572mm Z 38517mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_3,GENSEC,X 90516mm Y 5572mm Z 38517mm,X 90516mm Y 5572mm Z 38517mm,X 90772mm Y 5572mm Z 38539mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_4,GENSEC,X 90772mm Y 5572mm Z 38539mm,X 90772mm Y 5572mm Z 38539mm,X 91027mm Y 5572mm Z 38561mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_5,GENSEC,X 91027mm Y 5572mm Z 38561mm,X 91027mm Y 5572mm Z 38561mm,X 91027mm Y 5247mm Z 38561mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_6,GENSEC,X 91027mm Y 5247mm Z 38561mm,X 91027mm Y 5247mm Z 38561mm,X 91027mm Y 4922mm Z 38561mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_7,GENSEC,X 91027mm Y 4922mm Z 38561mm,X 91027mm Y 4922mm Z 38561mm,X 90772mm Y 4922mm Z 38539mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_8,GENSEC,X 90772mm Y 4922mm Z 38539mm,X 90772mm Y 4922mm Z 38539mm,X 90516mm Y 4922mm Z 38517mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_9,GENSEC,X 90516mm Y 4922mm Z 38517mm,X 90516mm Y 4922mm Z 38517mm,X 90433mm Y 4988mm Z 38509mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_10,GENSEC,X 90433mm Y 4988mm Z 38509mm,X 90433mm Y 4988mm Z 38509mm,X 90351mm Y 5054mm Z 38502mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788691_11,GENSEC,X 90351mm Y 5054mm Z 38502mm,X 90351mm Y 5054mm Z 38502mm,X 90256mm Y 5054mm Z 38494mm,RBAR_19,=268454733/2973410,   0.087   0.000  -0.996,,
 =268462925/788712_0,GENSEC,X 91027mm Y 5248mm Z 38561mm,X 91027mm Y 5248mm Z 38561mm,X 91092mm Y 5248mm Z 37814mm,RBAR_19,=268454733/2973410,   0.000   1.000   0.000,,
 =268462925/788743_0,GENSEC,X 90678mm Y 4923mm Z 38531mm,X 90678mm Y 4923mm Z 38531mm,X 90744mm Y 4923mm Z 37784mm,RBAR_19,=268454733/2973410,   0.000   1.000   0.000,,
 =268462925/788747_0,GENSEC,X 90678mm Y 5573mm Z 38531mm,X 90678mm Y 5573mm Z 38531mm,X 90744mm Y 5573mm Z 37784mm,RBAR_19,=268454733/2973410,   0.000  -1.000   0.000,,
 =268454733/2973561,SCTN,X 88889mm Y 5068mm Z 41158mm,X 88889mm Y 5068mm Z 41158mm,X 89104mm Y 5068mm Z 38698mm,BULB_65x9,=268454733/2973559,   0.000   1.000   0.000,OUTF,
 =268454733/2973566,SCTN,X 88889mm Y 5427mm Z 41158mm,X 88889mm Y 5427mm Z 41158mm,X 89104mm Y 5427mm Z 38698mm,BULB_65x9,=268454733/2973559,   0.000   1.000   0.000,OUTF,
 =268462925/788763,SCTN,X 89250mm Y 4922mm Z 41050mm,X 89250mm Y 4922mm Z 41050mm,X 88932mm Y 5054mm Z 40671mm,RBAR_19,=268454733/2973559,   0.779   0.309  -0.546,OUTF,
 =268462925/788761,SCTN,X 89250mm Y 5572mm Z 41050mm,X 89250mm Y 5572mm Z 41050mm,X 88932mm Y 5441mm Z 40671mm,RBAR_19,=268454733/2973559,   0.567  -0.799  -0.199,OUTF,
 =268454733/2973591,SCTN,X 88907mm Y 5436mm Z 40955mm,X 88907mm Y 5436mm Z 40955mm,X 88907mm Y 5058mm Z 40955mm,BULB_22x22,=268454733/2973559,   0.707   0.000  -0.707,OUTF,
 =268454733/2973592,SCTN,X 88936mm Y 5436mm Z 40616mm,X 88936mm Y 5436mm Z 40616mm,X 88936mm Y 5058mm Z 40616mm,BULB_22x22,=268454733/2973559,   0.707   0.000  -0.707,OUTF,
 =268454733/2973593,SCTN,X 88966mm Y 5436mm Z 40277mm,X 88966mm Y 5436mm Z 40277mm,X 88966mm Y 5058mm Z 40277mm,BULB_22x22,=268454733/2973559,   0.707   0.000  -0.707,OUTF,
