name,type,pos,poss,pose,size,stru,ori,division,weld
 =22045/1083396,SCTN,X 95585mm Y 3770mm Z 27183mm,X 95585mm Y 3770mm Z 27183mm,X 95585mm Y 5495mm Z 27183mm,ANG_75x75x6,=22045/1083374,   0.000   0.000  -1.000,OUTF,
 =22045/1083399,SCTN,X 93550mm Y 4105mm Z 27176mm,X 93550mm Y 4105mm Z 27176mm,X 89940mm Y 4105mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1083415,SCTN,X 89940mm Y 5160mm Z 27176mm,X 89940mm Y 5160mm Z 27176mm,X 96240mm Y 5160mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1083486_0,GENSEC,X 95562mm Y 5193mm Z 27183mm,X 95562mm Y 5193mm Z 27183mm,X 95562mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083419,   1.000   0.000   0.000,,
 =22045/1083501_0,GENSEC,X 94327mm Y 5193mm Z 27183mm,X 94327mm Y 5193mm Z 27183mm,X 94327mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083419,   1.000   0.000   0.000,,
 =22045/1083520_0,GENSEC,X 93077mm Y 5193mm Z 27183mm,X 93077mm Y 5193mm Z 27183mm,X 93077mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083419,   1.000   0.000   0.000,,
 =22045/1083544_0,GENSEC,X 90478mm Y 5193mm Z 27183mm,X 90478mm Y 5193mm Z 27183mm,X 90478mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083419,   1.000   0.000   0.000,,
 =22045/1083563_0,GENSEC,X 95570mm Y 5193mm Z 28221mm,X 95570mm Y 5193mm Z 28221mm,X 89128mm Y 5193mm Z 28221mm,TUBE_42.7x3.25,=22045/1083419,   0.000   0.000  -1.000,,
 =22045/1083574_0,GENSEC,X 95554mm Y 5193mm Z 27836mm,X 95554mm Y 5193mm Z 27836mm,X 89128mm Y 5193mm Z 27836mm,RBAR_19,=22045/1083419,   0.000   0.000  -1.000,,
 =22045/1083579_0,GENSEC,X 95554mm Y 5193mm Z 27451mm,X 95554mm Y 5193mm Z 27451mm,X 89128mm Y 5193mm Z 27451mm,RBAR_19,=22045/1083419,   0.000   0.000  -1.000,,
 =22045/1083616_0,GENSEC,X 90478mm Y 4073mm Z 27183mm,X 90478mm Y 4073mm Z 27183mm,X 90478mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083583,  -1.000   0.000   0.000,,
 =22045/1083635_0,GENSEC,X 89128mm Y 4073mm Z 28221mm,X 89128mm Y 4073mm Z 28221mm,X 93518mm Y 4073mm Z 28221mm,TUBE_42.7x3.25,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083635_1,GENSEC,X 93518mm Y 4073mm Z 28221mm,X 93518mm Y 4073mm Z 28221mm,X 93518mm Y 3341mm Z 28221mm,TUBE_42.7x3.25,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083640_0,GENSEC,X 89128mm Y 4073mm Z 27836mm,X 89128mm Y 4073mm Z 27836mm,X 93518mm Y 4073mm Z 27836mm,RBAR_19,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083640_1,GENSEC,X 93518mm Y 4073mm Z 27836mm,X 93518mm Y 4073mm Z 27836mm,X 93518mm Y 3341mm Z 27836mm,RBAR_19,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083645_0,GENSEC,X 89128mm Y 4073mm Z 27451mm,X 89128mm Y 4073mm Z 27451mm,X 93518mm Y 4073mm Z 27451mm,RBAR_19,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083645_1,GENSEC,X 93518mm Y 4073mm Z 27451mm,X 93518mm Y 4073mm Z 27451mm,X 93518mm Y 3341mm Z 27451mm,RBAR_19,=22045/1083583,   0.000   0.000  -1.000,,
 =22045/1083730_0,GENSEC,X 95562mm Y 4073mm Z 27183mm,X 95562mm Y 4073mm Z 27183mm,X 95562mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083649,  -1.000   0.000   0.000,,
 =22045/1083745_0,GENSEC,X 94383mm Y 3341mm Z 28221mm,X 94383mm Y 3341mm Z 28221mm,X 94383mm Y 4073mm Z 28221mm,TUBE_42.7x3.25,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1083745_1,GENSEC,X 94383mm Y 4073mm Z 28221mm,X 94383mm Y 4073mm Z 28221mm,X 95570mm Y 4073mm Z 28221mm,TUBE_42.7x3.25,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1083756_0,GENSEC,X 94383mm Y 3341mm Z 27836mm,X 94383mm Y 3341mm Z 27836mm,X 94383mm Y 4073mm Z 27836mm,RBAR_19,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1083756_1,GENSEC,X 94383mm Y 4073mm Z 27836mm,X 94383mm Y 4073mm Z 27836mm,X 95554mm Y 4073mm Z 27836mm,RBAR_19,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1083760_0,GENSEC,X 94383mm Y 3341mm Z 27451mm,X 94383mm Y 3341mm Z 27451mm,X 94383mm Y 4073mm Z 27451mm,RBAR_19,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1083760_1,GENSEC,X 94383mm Y 4073mm Z 27451mm,X 94383mm Y 4073mm Z 27451mm,X 95554mm Y 4073mm Z 27451mm,RBAR_19,=22045/1083649,   0.000   0.000  -1.000,,
 =22045/1196965_0,GENSEC,X 91877mm Y 4073mm Z 27183mm,X 91877mm Y 4073mm Z 27183mm,X 91877mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083583,  -1.000   0.000   0.000,,
 =22045/1197022_0,GENSEC,X 88182mm Y 4073mm Z 27183mm,X 88182mm Y 4073mm Z 27183mm,X 88182mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083152,  -1.000   0.000   0.000,,
 =22045/1347937_0,GENSEC,X 78633mm Y 5193mm Z 27183mm,X 78633mm Y 5193mm Z 27183mm,X 78633mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1347911,   1.000   0.000   0.000,,
 =22045/1347968_0,GENSEC,X 77433mm Y 5193mm Z 27183mm,X 77433mm Y 5193mm Z 27183mm,X 77433mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1347911,   1.000   0.000   0.000,,
 =22045/1347996_0,GENSEC,X 77425mm Y 5193mm Z 28221mm,X 77425mm Y 5193mm Z 28221mm,X 83392mm Y 5193mm Z 28221mm,TUBE_42.7x3.25,=22045/1347911,   0.000   0.000  -1.000,,
 =22045/1348005_0,GENSEC,X 77441mm Y 5193mm Z 27836mm,X 77441mm Y 5193mm Z 27836mm,X 83384mm Y 5193mm Z 27836mm,RBAR_19,=22045/1347911,   0.000   0.000  -1.000,,
 =22045/1348010_0,GENSEC,X 77441mm Y 5193mm Z 27451mm,X 77441mm Y 5193mm Z 27451mm,X 83392mm Y 5193mm Z 27451mm,RBAR_19,=22045/1347911,   0.000   0.000  -1.000,,
 =22045/1348014,SCTN,X 78656mm Y 4025mm Z 27183mm,X 78656mm Y 4025mm Z 27183mm,X 78656mm Y 5240mm Z 27183mm,ANG_75x75x6,=30237/540236,   0.000   0.000  -1.000,OUTF,
 =22045/1348506_0,GENSEC,X 77433mm Y 4073mm Z 27183mm,X 77433mm Y 4073mm Z 27183mm,X 77433mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1348435,  -1.000   0.000   0.000,,
 =22045/1348525_0,GENSEC,X 78633mm Y 4073mm Z 27183mm,X 78633mm Y 4073mm Z 27183mm,X 78633mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1348435,  -1.000   0.000   0.000,,
 =22045/1348552_0,GENSEC,X 77425mm Y 4073mm Z 28221mm,X 77425mm Y 4073mm Z 28221mm,X 79258mm Y 4073mm Z 28221mm,TUBE_42.7x3.25,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348552_1,GENSEC,X 79258mm Y 4073mm Z 28221mm,X 79258mm Y 4073mm Z 28221mm,X 79258mm Y 3823mm Z 28221mm,TUBE_42.7x3.25,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348557_0,GENSEC,X 77441mm Y 4073mm Z 27836mm,X 77441mm Y 4073mm Z 27836mm,X 79258mm Y 4073mm Z 27836mm,RBAR_19,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348557_1,GENSEC,X 79258mm Y 4073mm Z 27836mm,X 79258mm Y 4073mm Z 27836mm,X 79258mm Y 3823mm Z 27836mm,RBAR_19,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348562_0,GENSEC,X 77441mm Y 4073mm Z 27451mm,X 77441mm Y 4073mm Z 27451mm,X 79258mm Y 4073mm Z 27451mm,RBAR_19,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348562_1,GENSEC,X 79258mm Y 4073mm Z 27451mm,X 79258mm Y 4073mm Z 27451mm,X 79258mm Y 3823mm Z 27451mm,RBAR_19,=22045/1348435,   0.000   0.000  -1.000,,
 =22045/1348935_0,GENSEC,X 82527mm Y 4073mm Z 27176mm,X 82527mm Y 4073mm Z 27176mm,X 82527mm Y 4073mm Z 28208mm,FBAR_65x16,=22045/1348435,  -1.000   0.000   0.000,,
 =22045/1348947_0,GENSEC,X 82527mm Y 5193mm Z 27176mm,X 82527mm Y 5193mm Z 27176mm,X 82527mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1347911,   1.000   0.000   0.000,,
 =22045/1348958,SCTN,X 84565mm Y 3770mm Z 27183mm,X 84565mm Y 3770mm Z 27183mm,X 84565mm Y 5495mm Z 27183mm,ANG_75x75x6,=22045/1083115,   0.000   0.000  -1.000,OUTF,
 =22045/1348981_0,GENSEC,X 84542mm Y 4073mm Z 27183mm,X 84542mm Y 4073mm Z 27183mm,X 84542mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083152,  -1.000   0.000   0.000,,
 =22045/1349011_0,GENSEC,X 89128mm Y 5193mm Z 27176mm,X 89128mm Y 5193mm Z 27176mm,X 89128mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083263,   1.000   0.000   0.000,,
 =22045/1349023_0,GENSEC,X 89128mm Y 4073mm Z 27183mm,X 89128mm Y 4073mm Z 27183mm,X 89128mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083152,  -1.000   0.000   0.000,,
 =22045/1349054_0,GENSEC,X 79833mm Y 5193mm Z 27183mm,X 79833mm Y 5193mm Z 27183mm,X 79833mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1347911,   1.000   0.000   0.000,,
 =22045/1349092_0,GENSEC,X 81127mm Y 5193mm Z 27183mm,X 81127mm Y 5193mm Z 27183mm,X 81127mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1347911,   1.000   0.000   0.000,,
 =22045/1349111_0,GENSEC,X 91877mm Y 5193mm Z 27183mm,X 91877mm Y 5193mm Z 27183mm,X 91877mm Y 5193mm Z 28221mm,FBAR_65x16,=22045/1083419,   1.000   0.000   0.000,,
 =22045/1349130_0,GENSEC,X 93077mm Y 4073mm Z 27183mm,X 93077mm Y 4073mm Z 27183mm,X 93077mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083583,  -1.000   0.000   0.000,,
 =22045/1349151,SCTN,X 93550mm Y 4115mm Z 27183mm,X 93550mm Y 4115mm Z 27183mm,X 93550mm Y 5160mm Z 27183mm,ANG_75x75x6,=22045/1083374,   1.000   0.000   0.000,OUTF,
 =22045/1359440,SCTN,X 94350mm Y 4105mm Z 27176mm,X 94350mm Y 4105mm Z 27176mm,X 94350mm Y 3305mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1359457,SCTN,X 93550mm Y 3305mm Z 27176mm,X 93550mm Y 3305mm Z 27176mm,X 93550mm Y 4105mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1359459,SCTN,X 94350mm Y 3305mm Z 27176mm,X 94350mm Y 3305mm Z 27176mm,X 93550mm Y 3305mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1359475,SCTN,X 96240mm Y 4105mm Z 27176mm,X 96240mm Y 4105mm Z 27176mm,X 94350mm Y 4105mm Z 27176mm,ANG_125x75x7,=22045/1083374,   0.000   0.000   1.000,OUTF,
 =22045/1359503_0,GENSEC,X 93518mm Y 3333mm Z 27189mm,X 93518mm Y 3333mm Z 27189mm,X 93518mm Y 3333mm Z 28221mm,FBAR_65x16,=22045/1083583,   0.000   1.000   0.000,,
 =22045/1359539_0,GENSEC,X 94383mm Y 3333mm Z 27189mm,X 94383mm Y 3333mm Z 27189mm,X 94383mm Y 3333mm Z 28221mm,FBAR_65x16,=22045/1083649,   0.000  -1.000   0.000,,
 =22045/1359594,SCTN,X 94350mm Y 4105mm Z 27183mm,X 94350mm Y 4105mm Z 27183mm,X 94350mm Y 5240mm Z 27183mm,ANG_75x75x6,=22045/1083374,   0.000   0.000  -1.000,OUTF,
 =22045/1359617_0,GENSEC,X 94762mm Y 4073mm Z 27183mm,X 94762mm Y 4073mm Z 27183mm,X 94762mm Y 4073mm Z 28221mm,FBAR_65x16,=22045/1083649,  -1.000   0.000   0.000,,
 =22045/1427426,SCTN,X 93550mm Y 4105mm Z 27183mm,X 93550mm Y 4105mm Z 27183mm,X 94350mm Y 4105mm Z 27183mm,ANG_75x75x6,=22045/1083374,   0.000   0.000  -1.000,OUTF,
 =22045/1513924,SCTN,X 94275mm Y 2540mm Z 26164mm,X 94275mm Y 2540mm Z 26164mm,X 94275mm Y 2540mm Z 24439mm,TUBE_76.3x4,=22045/1513922,   1.000   0.000   0.000,OUTF,
 =22045/1513926,SCTN,X 93625mm Y 2540mm Z 26164mm,X 93625mm Y 2540mm Z 26164mm,X 93625mm Y 2540mm Z 24439mm,TUBE_76.3x4,=22045/1513922,   1.000   0.000   0.000,OUTF,
 =22045/1513928,SCTN,X 94275mm Y 2540mm Z 25274mm,X 94275mm Y 2540mm Z 25274mm,X 93625mm Y 2540mm Z 25274mm,TUBE_48.6x3.3,=22045/1513922,   0.000   0.000  -1.000,OUTF,
 =22045/1513944,SCTN,X 94250mm Y 3124mm Z 26998mm,X 94250mm Y 3124mm Z 26998mm,X 94250mm Y 1893mm Z 25240mm,ANG_50x50x6,=22045/1513922,   1.000   0.000   0.000,OUTF,
 =22045/1513945,SCTN,X 93650mm Y 3124mm Z 26998mm,X 93650mm Y 3124mm Z 26998mm,X 93650mm Y 1893mm Z 25240mm,ANG_50x50x6,=22045/1513922,   0.000  -0.819   0.574,OUTF,
 =22045/1513946,SCTN,X 94250mm Y 3120mm Z 27271mm,X 94250mm Y 3120mm Z 27271mm,X 94250mm Y 1677mm Z 25211mm,ANG_50x50x6,=22045/1513922,   0.000   0.819  -0.574,OUTF,
 =22045/1513960,SCTN,X 93650mm Y 3120mm Z 27271mm,X 93650mm Y 3120mm Z 27271mm,X 93650mm Y 1677mm Z 25211mm,ANG_50x50x6,=22045/1513922,  -1.000   0.000   0.000,OUTF,
 =22045/1513977,SCTN,X 94263mm Y 1742mm Z 25024mm,X 94263mm Y 1742mm Z 25024mm,X 94263mm Y 1742mm Z 25197mm,BULB_70x10,=22045/1513922,  -1.000   0.000   0.000,OUTF,
 =22045/1513980,SCTN,X 93637mm Y 1742mm Z 25024mm,X 93637mm Y 1742mm Z 25024mm,X 93637mm Y 1742mm Z 25197mm,BULB_70x10,=22045/1513922,  -1.000   0.000   0.000,OUTF,
 =22045/1514113_0,GENSEC,X 94275mm Y 1727mm Z 25282mm,X 94275mm Y 1727mm Z 25282mm,X 94275mm Y 1727mm Z 26276mm,TUBE_34x3.25,=22045/1513922,   0.000   1.000   0.000,,
 =22045/1514113_1,GENSEC,X 94275mm Y 1727mm Z 26276mm,X 94275mm Y 1727mm Z 26276mm,X 94275mm Y 2555mm Z 27458mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514113_2,GENSEC,X 94275mm Y 2555mm Z 27458mm,X 94275mm Y 2555mm Z 27458mm,X 94275mm Y 3077mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514113_3,GENSEC,X 94275mm Y 3077mm Z 28221mm,X 94275mm Y 3077mm Z 28221mm,X 94275mm Y 3130mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514113_4,GENSEC,X 94275mm Y 3130mm Z 28221mm,X 94275mm Y 3130mm Z 28221mm,X 94275mm Y 3230mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514113_5,GENSEC,X 94275mm Y 3230mm Z 28221mm,X 94275mm Y 3230mm Z 28221mm,X 94275mm Y 3230mm Z 27271mm,TUBE_34x3.25,=22045/1513922,   0.000   1.000   0.000,,
 =22045/1514122_0,GENSEC,X 93625mm Y 1727mm Z 25282mm,X 93625mm Y 1727mm Z 25282mm,X 93625mm Y 1727mm Z 26276mm,TUBE_34x3.25,=22045/1513922,   0.000   1.000   0.000,,
 =22045/1514122_1,GENSEC,X 93625mm Y 1727mm Z 26276mm,X 93625mm Y 1727mm Z 26276mm,X 93625mm Y 2555mm Z 27458mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514122_2,GENSEC,X 93625mm Y 2555mm Z 27458mm,X 93625mm Y 2555mm Z 27458mm,X 93625mm Y 3077mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514122_3,GENSEC,X 93625mm Y 3077mm Z 28221mm,X 93625mm Y 3077mm Z 28221mm,X 93625mm Y 3130mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514122_4,GENSEC,X 93625mm Y 3130mm Z 28221mm,X 93625mm Y 3130mm Z 28221mm,X 93625mm Y 3230mm Z 28221mm,TUBE_34x3.25,=22045/1513922,   0.000   0.000  -1.000,,
 =22045/1514122_5,GENSEC,X 93625mm Y 3230mm Z 28221mm,X 93625mm Y 3230mm Z 28221mm,X 93625mm Y 3230mm Z 27271mm,TUBE_34x3.25,=22045/1513922,   0.000   1.000   0.000,,
 =22045/1514131,SCTN,X 94275mm Y 1727mm Z 25779mm,X 94275mm Y 1727mm Z 25779mm,X 94275mm Y 3230mm Z 27926mm,RBAR_19,=22045/1513922,   0.000   0.819  -0.574,OUTF,
 =22045/1514132,SCTN,X 93625mm Y 1727mm Z 25779mm,X 93625mm Y 1727mm Z 25779mm,X 93625mm Y 3230mm Z 27926mm,RBAR_19,=22045/1513922,   0.000   0.819  -0.574,OUTF,
 =22045/1514133,SCTN,X 94275mm Y 2497mm Z 27376mm,X 94275mm Y 2497mm Z 27376mm,X 94275mm Y 2964mm Z 27049mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514134,SCTN,X 93625mm Y 2497mm Z 27376mm,X 93625mm Y 2497mm Z 27376mm,X 93625mm Y 2964mm Z 27049mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514135,SCTN,X 94275mm Y 1784mm Z 26358mm,X 94275mm Y 1784mm Z 26358mm,X 94275mm Y 2251mm Z 26031mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514136,SCTN,X 93625mm Y 1784mm Z 26358mm,X 93625mm Y 1784mm Z 26358mm,X 93625mm Y 2251mm Z 26031mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514137,SCTN,X 94275mm Y 2141mm Z 26867mm,X 94275mm Y 2141mm Z 26867mm,X 94275mm Y 2608mm Z 26540mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514138,SCTN,X 93625mm Y 2141mm Z 26867mm,X 93625mm Y 2141mm Z 26867mm,X 93625mm Y 2608mm Z 26540mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514139,SCTN,X 94275mm Y 2497mm Z 27376mm,X 94275mm Y 2497mm Z 27376mm,X 94275mm Y 2964mm Z 27049mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514140,SCTN,X 93625mm Y 2497mm Z 27376mm,X 93625mm Y 2497mm Z 27376mm,X 93625mm Y 2964mm Z 27049mm,TUBE_34x3.25,=22045/1513922,   0.000  -0.574  -0.819,OUTF,
 =22045/1514163,SCTN,X 94263mm Y 3109mm Z 27156mm,X 94263mm Y 3109mm Z 27156mm,X 94263mm Y 3305mm Z 27156mm,BULB_70x10,=22045/1513922,   1.000   0.000   0.000,OUTF,
 =22045/1514178,SCTN,X 93637mm Y 3109mm Z 27156mm,X 93637mm Y 3109mm Z 27156mm,X 93637mm Y 3305mm Z 27156mm,BULB_70x10,=22045/1513922,   1.000   0.000   0.000,OUTF,
 =22045/1514629,SCTN,X 93100mm Y 3770mm Z 27183mm,X 93100mm Y 3770mm Z 27183mm,X 93100mm Y 5495mm Z 27183mm,ANG_75x75x6,=22045/1083374,   0.000   0.000  -1.000,OUTF,
 =22045/1560549,SCTN,X 79290mm Y 2896mm Z 27176mm,X 79290mm Y 2896mm Z 27176mm,X 79290mm Y 4105mm Z 27176mm,ANG_125x75x7,=30237/540236,   0.000   0.000   1.000,OUTF,
 =22045/1560552,SCTN,X 80260mm Y 2896mm Z 27176mm,X 80260mm Y 2896mm Z 27176mm,X 79290mm Y 2896mm Z 27176mm,ANG_125x75x7,=30237/540236,   0.000   0.000   1.000,OUTF,
 =22045/1565473_0,GENSEC,X 79258mm Y 3815mm Z 27183mm,X 79258mm Y 3815mm Z 27183mm,X 79258mm Y 3815mm Z 28221mm,FBAR_65x16,=22045/1348435,   0.000  -1.000   0.000,,
 =22045/1622594,SCTN,X 85705mm Y 4025mm Z 27183mm,X 85705mm Y 4025mm Z 27183mm,X 85705mm Y 5240mm Z 27183mm,ANG_75x75x6,=22045/1083115,   0.000   0.000  -1.000,OUTF,
 =22045/1629932,SCTN,X 80620mm Y 4105mm Z 27183mm,X 80620mm Y 4105mm Z 27183mm,X 82106mm Y 4105mm Z 27183mm,ANG_75x75x6,=30237/540236,   0.000   0.000  -1.000,OUTF,
 =22045/1629937,SCTN,X 79856mm Y 4105mm Z 27183mm,X 79856mm Y 4105mm Z 27183mm,X 80620mm Y 4105mm Z 27183mm,ANG_75x75x6,=30237/540236,   0.000   0.000  -1.000,OUTF,
 =22045/1636263,SCTN,X 81656mm Y 4105mm Z 27183mm,X 81656mm Y 4105mm Z 27183mm,X 81656mm Y 2710mm Z 27183mm,ANG_75x75x6,=30237/540236,  -1.000   0.000   0.000,OUTF,
 =22045/1636265,SCTN,X 82106mm Y 2820mm Z 27176mm,X 82106mm Y 2820mm Z 27176mm,X 82106mm Y 2820mm Z 26830mm,ANG_75x75x6,=30237/540236,  -1.000   0.000   0.000,OUTF,
 =22045/1636351_0,GENSEC,X 82139mm Y 2848mm Z 27056mm,X 82139mm Y 2848mm Z 27056mm,X 82139mm Y 2848mm Z 28221mm,FBAR_65x16,=22045/1348435,   0.000  -1.000   0.000,,
 =30137/1498371,SCTN,X 79150mm Y 2896mm Z 27176mm,X 79150mm Y 2896mm Z 27176mm,X 79210mm Y 2896mm Z 27176mm,ANG_130x130x12,=30137/1498369,   0.000   0.000  -1.000,SUPP,
 =30137/1498381,SCTN,X 79100mm Y 4990mm Z 27046mm,X 79100mm Y 4990mm Z 27046mm,X 79100mm Y 4990mm Z 26171mm,TUBE_139.8x6.6,=30137/1498369,   0.000  -1.000   0.000,SUPP,
 =30137/1498384,SCTN,X 79100mm Y 4100mm Z 27046mm,X 79100mm Y 4100mm Z 27046mm,X 79100mm Y 4100mm Z 26171mm,TUBE_139.8x6.6,=30137/1498369,   0.000  -1.000   0.000,SUPP,
 =30137/1498478,SCTN,X 88515mm Y 5320mm Z 27176mm,X 88515mm Y 5320mm Z 27176mm,X 88515mm Y 4000mm Z 27176mm,ANG_130x130x12,=30137/1498476,  -1.000   0.000   0.000,SUPP,
 =30137/1498488,SCTN,X 88465mm Y 4990mm Z 27046mm,X 88465mm Y 4990mm Z 27046mm,X 88465mm Y 4990mm Z 26171mm,TUBE_139.8x6.6,=30137/1498476,   0.000  -1.000   0.000,SUPP,
 =30137/1498491,SCTN,X 88465mm Y 4100mm Z 27046mm,X 88465mm Y 4100mm Z 27046mm,X 88465mm Y 4100mm Z 26171mm,TUBE_139.8x6.6,=30137/1498476,   0.000  -1.000   0.000,SUPP,
 =30137/1502175,SCTN,X 85100mm Y 8905mm Z 27036mm,X 85100mm Y 8905mm Z 27036mm,X 85100mm Y 8675mm Z 27036mm,ANG_65x65x6,=30137/1502171,   1.000   0.000   0.000,SUPP,
 =30137/1502177,SCTN,X 85100mm Y 11040mm Z 27176mm,X 85100mm Y 11040mm Z 27176mm,X 85100mm Y 5340mm Z 27176mm,ANG_130x130x12,=30137/1502171,  -1.000   0.000   0.000,SUPP,
 =30137/1502250,SCTN,X 85100mm Y 6035mm Z 27176mm,X 85100mm Y 6035mm Z 27176mm,X 85230mm Y 6035mm Z 27176mm,ANG_100x100x13,=30137/1502171,   0.000  -1.000   0.000,SUPP,
 =30137/1502266,SCTN,X 85230mm Y 8335mm Z 27176mm,X 85230mm Y 8335mm Z 27176mm,X 85100mm Y 8335mm Z 27176mm,ANG_100x100x13,=30137/1502171,   0.000   1.000   0.000,SUPP,
 =30137/1502322,SCTN,X 88515mm Y 10045mm Z 27036mm,X 88515mm Y 10045mm Z 27036mm,X 88515mm Y 9695mm Z 27036mm,ANG_65x65x6,=30137/1502318,   1.000   0.000   0.000,SUPP,
 =30137/1502323,SCTN,X 88515mm Y 8905mm Z 27036mm,X 88515mm Y 8905mm Z 27036mm,X 88515mm Y 8525mm Z 27036mm,ANG_65x65x6,=30137/1502318,   1.000   0.000   0.000,SUPP,
 =30137/1502324,SCTN,X 88515mm Y 11040mm Z 27176mm,X 88515mm Y 11040mm Z 27176mm,X 88515mm Y 5340mm Z 27176mm,ANG_130x130x12,=30137/1502318,  -1.000   0.000   0.000,SUPP,
 =30137/1502417,SCTN,X 88503mm Y 8335mm Z 27176mm,X 88503mm Y 8335mm Z 27176mm,X 88255mm Y 8335mm Z 27176mm,ANG_100x100x13,=30137/1502318,   0.000   1.000   0.000,SUPP,
 =30137/1502469,SCTN,X 91900mm Y 10990mm Z 27036mm,X 91900mm Y 10990mm Z 27036mm,X 91900mm Y 10705mm Z 27036mm,ANG_65x65x6,=30137/1502465,   1.000   0.000   0.000,SUPP,
 =30137/1502471,SCTN,X 91900mm Y 11040mm Z 27176mm,X 91900mm Y 11040mm Z 27176mm,X 91900mm Y 5340mm Z 27176mm,ANG_130x130x12,=30137/1502465,  -1.000   0.000   0.000,SUPP,
 =30137/1502567,SCTN,X 91638mm Y 7815mm Z 27176mm,X 91638mm Y 7815mm Z 27176mm,X 91888mm Y 7815mm Z 27176mm,ANG_100x100x13,=30137/1502465,   0.000   0.000  -1.000,SUPP,
 =30137/1516966,SCTN,X 91620mm Y 9215mm Z 27176mm,X 91620mm Y 9215mm Z 27176mm,X 88685mm Y 9215mm Z 27176mm,ANG_100x100x13,=30137/1516962,   0.000   1.000   0.000,SUPP,
 =30137/1519189,SCTN,X 77350mm Y 9600mm Z 27176mm,X 77350mm Y 9600mm Z 27176mm,X 78870mm Y 9600mm Z 27176mm,ANG_130x130x12,=30137/1781482,   0.000  -1.000   0.000,SUPP,
